text,sentiment,words
delicious,1,['delici']
worst frosting ever,-1,"['worst', 'frost', 'ever']"
absolutely delicious,1,"['absolut', 'delici']"
pop go,1,"['pop', 'go']"
sure hype,-1,"['sure', 'hype']"
cherry,1,['cherri']
highly addicitive,1,"['high', 'addicit']"
healthy nonfattening right size delicious,1,"['healthi', 'nonfatten', 'right', 'size', 'delici']"
plockys sweet smokey chipotle whole grain tortill,1,"['plocki', 'sweet', 'smokey', 'chipotl', 'whole', 'grain', 'tortil']"
tea,-1,['tea']
best,1,['best']
delicious crisp flavor,1,"['delici', 'crisp', 'flavor']"
nothing like actual muesli,-1,"['noth', 'like', 'actual', 'muesli']"
great dog food,1,"['great', 'dog', 'food']"
superb pasta,1,"['superb', 'pasta']"
warning warning alcohol sugars,-1,"['warn', 'warn', 'alcohol', 'sugar']"
love em theyre great,1,"['love', 'em', 'theyr', 'great']"
far canned soups go,-1,"['far', 'can', 'soup', 'go']"
great tasting,1,"['great', 'tast']"
best unsalted,1,"['best', 'unsalt']"
great tea,1,"['great', 'tea']"
brand food,1,"['brand', 'food']"
bad tasting soup,-1,"['bad', 'tast', 'soup']"
hard find birds custard powder,1,"['hard', 'find', 'bird', 'custard', 'powder']"
great food,1,"['great', 'food']"
best organic milk theremy baby switched similac soy,1,"['best', 'organ', 'milk', 'theremi', 'babi', 'switch', 'similac', 'soy']"
beer nuts,-1,"['beer', 'nut']"
tangy delicious snack,1,"['tangi', 'delici', 'snack']"
carbon footprint product,-1,"['carbon', 'footprint', 'product']"
fresh,1,['fresh']
terrible,-1,['terribl']
cookies crumbles,-1,"['cooki', 'crumbl']"
sublime fragrance taste,1,"['sublim', 'fragranc', 'tast']"
high quality gave dog wicked gas,1,"['high', 'qualiti', 'gave', 'dog', 'wick', 'gas']"
 packets ,-1,['packet']
ingredients take  seconds read,1,"['ingredi', 'take', 'second', 'read']"
wow,1,['wow']
fantastic mix popchip goodness,1,"['fantast', 'mix', 'popchip', 'good']"
tastes great arrived  days,1,"['tast', 'great', 'arriv', 'day']"
yay barley,1,"['yay', 'barley']"
,1,[]
mmmmmmmmbeernuts,1,['mmmmmmmmbeernut']
jgk likes beer nuts,1,"['jgk', 'like', 'beer', 'nut']"
relaxing almost like something smoke,1,"['relax', 'almost', 'like', 'someth', 'smoke']"
love soup,1,"['love', 'soup']"
yummy,1,['yummi']
simply best,1,"['simpli', 'best']"
maybe worst ever,-1,"['mayb', 'worst', 'ever']"
great product,1,"['great', 'product']"
new favorite,1,"['new', 'favorit']"
great mix fruit nuts whole grain,1,"['great', 'mix', 'fruit', 'nut', 'whole', 'grain']"
popchips vs baked lays baked lays taste much better,-1,"['popchip', 'v', 'bake', 'lay', 'bake', 'lay', 'tast', 'much', 'better']"
issues,1,['issu']
dogs love em,1,"['dog', 'love', 'em']"
rip price,-1,"['rip', 'price']"
love snack,1,"['love', 'snack']"
great food,1,"['great', 'food']"
best everyday cookie,1,"['best', 'everyday', 'cooki']"
traditional caramel lovers,-1,"['tradit', 'caramel', 'lover']"
loved flavor except salt pepper,1,"['love', 'flavor', 'except', 'salt', 'pepper']"
little flavor,-1,"['littl', 'flavor']"
outstanding werithers candy,1,"['outstand', 'werith', 'candi']"
best food dogs,1,"['best', 'food', 'dog']"
agave nectar,1,"['agav', 'nectar']"
potatoes,1,['potato']
love,1,['love']
sugar raw,1,"['sugar', 'raw']"
anytime hot tea,1,"['anytim', 'hot', 'tea']"
crunchy salty sweetfinally superbowl snack scooores,1,"['crunchi', 'salti', 'sweetfin', 'superbowl', 'snack', 'scooor']"
defacto standard salt vinegar,1,"['defacto', 'standard', 'salt', 'vinegar']"
ordered,-1,['order']
eco sugar,1,"['eco', 'sugar']"
delicious,1,['delici']
yum yum love pop,1,"['yum', 'yum', 'love', 'pop']"
beware addicting,1,"['bewar', 'addict']"
tasted,1,['tast']
could say blow pop,1,"['could', 'say', 'blow', 'pop']"
unparalleled taste,1,"['unparallel', 'tast']"
really nice taste,1,"['realli', 'nice', 'tast']"
love sea salt vinegar already,1,"['love', 'sea', 'salt', 'vinegar', 'alreadi']"
love,1,['love']
great dog food,1,"['great', 'dog', 'food']"
quite best,1,"['quit', 'best']"
great,1,['great']
flavors,1,['flavor']
yum,1,['yum']
great taste great value,1,"['great', 'tast', 'great', 'valu']"
best glutenfree dairyfree,1,"['best', 'glutenfre', 'dairyfre']"
handy,1,['handi']
popchips perfect snack pop mouth,1,"['popchip', 'perfect', 'snack', 'pop', 'mouth']"
great gf baking,1,"['great', 'gf', 'bake']"
sugar raw,1,"['sugar', 'raw']"
love hot sauce,1,"['love', 'hot', 'sauc']"
im fan,1,"['im', 'fan']"
best ever,1,"['best', 'ever']"
,1,[]
taste wise  star item,1,"['tast', 'wise', 'star', 'item']"
pretty tasting,1,"['pretti', 'tast']"
kettle brand potato new york cheddar,-1,"['kettl', 'brand', 'potato', 'new', 'york', 'cheddar']"
sweetener use,1,"['sweeten', 'use']"
delish,1,['delish']
,-1,[]
disappointing,-1,['disappoint']
metallic pearl sheen airbrush colors,1,"['metal', 'pearl', 'sheen', 'airbrush', 'color']"
deliciousness little calories,1,"['delici', 'littl', 'calori']"
furniture polish taste,-1,"['furnitur', 'polish', 'tast']"
tasty,1,['tasti']
yum yum,1,"['yum', 'yum']"
 bag cooked,-1,"['bag', 'cook']"
bulldogs rule,1,"['bulldog', 'rule']"
ddjj,-1,['ddjj']
pop,1,['pop']
product great price line,1,"['product', 'great', 'price', 'line']"
hammer nutrition fizz rocks,1,"['hammer', 'nutrit', 'fizz', 'rock']"
best chipsperiod,1,"['best', 'chipsperiod']"
way weak tastes,-1,"['way', 'weak', 'tast']"
hot came back,1,"['hot', 'came', 'back']"
organic tasty,1,"['organ', 'tasti']"
ok,1,['ok']
great organic tea great price,1,"['great', 'organ', 'tea', 'great', 'price']"
never arrived,-1,"['never', 'arriv']"
excellent product,1,"['excel', 'product']"
best,1,['best']
tastes pretty,1,"['tast', 'pretti']"
healthy dog food,1,"['healthi', 'dog', 'food']"
right size taste,1,"['right', 'size', 'tast']"
like stuff,1,"['like', 'stuff']"
chocolate ones much better,-1,"['chocol', 'one', 'much', 'better']"
aunt gussies highfat cookies,-1,"['aunt', 'gussi', 'highfat', 'cooki']"
fantasticyou beat taste resist one spice lover,1,"['fantasticyou', 'beat', 'tast', 'resist', 'one', 'spice', 'lover']"
instant,1,['instant']
music palate,1,"['music', 'palat']"
babys favorite nd stage food far great constipation,1,"['babi', 'favorit', 'nd', 'stage', 'food', 'far', 'great', 'constip']"
new granola bar,1,"['new', 'granola', 'bar']"
gold plated cereal,-1,"['gold', 'plate', 'cereal']"
best dog treat ever,1,"['best', 'dog', 'treat', 'ever']"
great fat free spicy,1,"['great', 'fat', 'free', 'spici']"
cant beat taste,1,"['cant', 'beat', 'tast']"
buyer bewarethis product contains high fructose corn syrup,-1,"['buyer', 'bewarethi', 'product', 'contain', 'high', 'fructos', 'corn', 'syrup']"
favorite tea,1,"['favorit', 'tea']"
medicinal tea really helps,1,"['medicin', 'tea', 'realli', 'help']"
works saves,1,"['work', 'save']"
contains trans fat high fructose corn syrup,-1,"['contain', 'tran', 'fat', 'high', 'fructos', 'corn', 'syrup']"
ridiculously,1,['ridicul']
better average expensive average,1,"['better', 'averag', 'expens', 'averag']"
best pancakes ever,1,"['best', 'pancak', 'ever']"
great concept poor product,-1,"['great', 'concept', 'poor', 'product']"
make fresh fruit tart light beautiful,1,"['make', 'fresh', 'fruit', 'tart', 'light', 'beauti']"
cat loves,1,"['cat', 'love']"
smokin,1,['smokin']
best,1,['best']
best buy bbq,1,"['best', 'buy', 'bbq']"
best experience,-1,"['best', 'experi']"
bad wont reorder,-1,"['bad', 'wont', 'reorder']"
kind stale,-1,"['kind', 'stale']"
excellent quality product fast delivery,1,"['excel', 'qualiti', 'product', 'fast', 'deliveri']"
coffee,1,['coffe']
great product,1,"['great', 'product']"
sweet success,1,"['sweet', 'success']"
fussy min dachshund loves taste,1,"['fussi', 'min', 'dachshund', 'love', 'tast']"
items gift basket bad old stale,-1,"['item', 'gift', 'basket', 'bad', 'old', 'stale']"
delicious,1,['delici']
simply best,1,"['simpli', 'best']"
best kept secret,1,"['best', 'kept', 'secret']"
great tasting pancakes waffles,1,"['great', 'tast', 'pancak', 'waffl']"
item awesome,1,"['item', 'awesom']"
tasty potato low calories great flavor,1,"['tasti', 'potato', 'low', 'calori', 'great', 'flavor']"
caution addictive candylt,1,"['caution', 'addict', 'candylt']"
everyday cup tea,1,"['everyday', 'cup', 'tea']"
work,1,['work']
great marinade,1,"['great', 'marinad']"
solved  different digestive issues  different dogs,1,"['solv', 'differ', 'digest', 'issu', 'differ', 'dog']"
favorite thing brazil,1,"['favorit', 'thing', 'brazil']"
finally,1,['final']
great tasting diet tea natural ingredients,1,"['great', 'tast', 'diet', 'tea', 'natur', 'ingredi']"
sad outcome,-1,"['sad', 'outcom']"
thing ever addicted toothese,1,"['thing', 'ever', 'addict', 'toothes']"
delicious consistently quality,1,"['delici', 'consist', 'qualiti']"
quality dog food,1,"['qualiti', 'dog', 'food']"
tasty,1,['tasti']
bewarenot dop certified,-1,"['bewarenot', 'dop', 'certifi']"
love,1,['love']
though kikkoman,1,"['though', 'kikkoman']"
great,1,['great']
hard please kitty loves,1,"['hard', 'plea', 'kitti', 'love']"
great product,1,"['great', 'product']"
great dogs allergies,1,"['great', 'dog', 'allergi']"
better life dog,1,"['better', 'life', 'dog']"
great item,1,"['great', 'item']"
great cooking oil,1,"['great', 'cook', 'oil']"
advertised,-1,['advertis']
yummy,1,['yummi']
agave syrup,1,"['agav', 'syrup']"
pancake mix best,1,"['pancak', 'mix', 'best']"
favorite,1,['favorit']
quick yummy unusual soup,1,"['quick', 'yummi', 'unusu', 'soup']"
great glutenfree snack healthy,1,"['great', 'glutenfre', 'snack', 'healthi']"
best stuff ever,1,"['best', 'stuff', 'ever']"
best,1,['best']
love smaller bags,1,"['love', 'smaller', 'bag']"
easy looks,-1,"['easi', 'look']"
look elsewhere whole grains,-1,"['look', 'elsewher', 'whole', 'grain']"
formulas excellent dogs,1,"['formula', 'excel', 'dog']"
fantastic coffee best ive ever,1,"['fantast', 'coffe', 'best', 'ive', 'ever']"
flavor gods,1,"['flavor', 'god']"
dogs love,1,"['dog', 'love']"
nice teavery strong cranberry flavor,1,"['nice', 'teaveri', 'strong', 'cranberri', 'flavor']"
yummy popchips,1,"['yummi', 'popchip']"
ahmad loose imperial blend tea great price,1,"['ahmad', 'loo', 'imperi', 'blend', 'tea', 'great', 'price']"
gluten free goodness,1,"['gluten', 'free', 'good']"
popchips hmmmm hmmm hmmm,1,"['popchip', 'hmmmm', 'hmmm', 'hmmm']"
youll never use white sugar,1,"['youll', 'never', 'use', 'white', 'sugar']"
tasty,1,['tasti']
boxochips,1,['boxochip']
awesome cacao,1,"['awesom', 'cacao']"
kettle,1,['kettl']
best salt vinegar,1,"['best', 'salt', 'vinegar']"
yum,1,['yum']
im believer,1,"['im', 'believ']"
candies delightful,1,"['candi', 'delight']"
awesome,1,['awesom']
healthy,1,['healthi']
awesome,1,['awesom']
great treats,1,"['great', 'treat']"
tasty make sure gum,1,"['tasti', 'make', 'sure', 'gum']"
around forever know,-1,"['around', 'forev', 'know']"
love,1,['love']
deceptive like christmas sampler,-1,"['decept', 'like', 'christma', 'sampler']"
awful sometimes awful,-1,"['aw', 'sometim', 'aw']"
fabulous,1,['fabul']
habit forming,1,"['habit', 'form']"
pop,1,['pop']
love,1,['love']
dog loves dog food,1,"['dog', 'love', 'dog', 'food']"
kona tassimo,1,"['kona', 'tassimo']"
best hot sauce world,1,"['best', 'hot', 'sauc', 'world']"
restaurant taste home,1,"['restaur', 'tast', 'home']"
tangy goodness,1,"['tangi', 'good']"
yum love pop,1,"['yum', 'love', 'pop']"
tastes great love hot spicy bad price,1,"['tast', 'great', 'love', 'hot', 'spici', 'bad', 'price']"
one better tdiscs,1,"['one', 'better', 'tdisc']"
taste bottle mix vanilla true flavor,1,"['tast', 'bottl', 'mix', 'vanilla', 'true', 'flavor']"
low quality,-1,"['low', 'qualiti']"
horrible smell,-1,"['horribl', 'smell']"
awesome,1,['awesom']
delicious cup tea,1,"['delici', 'cup', 'tea']"
highest quality price,1,"['highest', 'qualiti', 'price']"
ten year old doxie,1,"['ten', 'year', 'old', 'doxi']"
birds custard powder,1,"['bird', 'custard', 'powder']"
really olive juice,-1,"['realli', 'oliv', 'juic']"
tastetested wine maker,1,"['tastetest', 'wine', 'maker']"
greatest oil since slice bread,1,"['greatest', 'oil', 'sinc', 'slice', 'bread']"
fun paint,1,"['fun', 'paint']"
great natural energy,1,"['great', 'natur', 'energi']"
great way replacing sugar,1,"['great', 'way', 'replac', 'sugar']"
didnt like taste,-1,"['didnt', 'like', 'tast']"
great tasting tea cold flu,1,"['great', 'tast', 'tea', 'cold', 'flu']"
tried product however,-1,"['tri', 'product', 'howev']"
real pasta half calories taste,1,"['real', 'pasta', 'half', 'calori', 'tast']"
heavenly action,1,"['heaven', 'action']"
sorry oprah one favorite things,-1,"['sorri', 'oprah', 'one', 'favorit', 'thing']"
cant open,-1,"['cant', 'open']"
popchips,1,['popchip']
delicious,1,['delici']
best tortilla ever,1,"['best', 'tortilla', 'ever']"
save money,-1,"['save', 'money']"
wonderful tea,1,"['wonder', 'tea']"
great,1,['great']
cute small lollipops arrived broken,1,"['cute', 'small', 'lollipop', 'arriv', 'broken']"
entire family loves,1,"['entir', 'famili', 'love']"
nantucket blend kcups,1,"['nantucket', 'blend', 'kcup']"
pretty darn increased cost,1,"['pretti', 'darn', 'increas', 'cost']"
dog loves,1,"['dog', 'love']"
awesome,1,['awesom']
great expensive brands,1,"['great', 'expens', 'brand']"
great buy,1,"['great', 'buy']"
kettle foods spicy thai,-1,"['kettl', 'food', 'spici', 'thai']"
eliminate natural flavor additive,-1,"['elimin', 'natur', 'flavor', 'addit']"
hands best mint ever,1,"['hand', 'best', 'mint', 'ever']"
small swirled lollipops,1,"['small', 'swirl', 'lollipop']"
great snack,1,"['great', 'snack']"
awful taste,-1,"['aw', 'tast']"
dessert nutritional enough,1,"['dessert', 'nutrit', 'enough']"
hard,1,['hard']
dog loves liver biscotti,1,"['dog', 'love', 'liver', 'biscotti']"
great lowcal snack,1,"['great', 'lowcal', 'snack']"
bad instant healthy coffee,1,"['bad', 'instant', 'healthi', 'coffe']"
crisp,1,['crisp']
kettle make great mouse food,-1,"['kettl', 'make', 'great', 'mous', 'food']"
better real stuff,1,"['better', 'real', 'stuff']"
staple,1,['stapl']
tasty crunchy filling,1,"['tasti', 'crunchi', 'fill']"
pop rock,1,"['pop', 'rock']"
best price agave nectar ive found,1,"['best', 'price', 'agav', 'nectar', 'ive', 'found']"
shrimp stir fry,1,"['shrimp', 'stir', 'fri']"
best ever,1,"['best', 'ever']"
awesome,1,['awesom']
sugar bomb,-1,"['sugar', 'bomb']"
great sweet candy,1,"['great', 'sweet', 'candi']"
great product,1,"['great', 'product']"
best,1,['best']
great cookies,1,"['great', 'cooki']"
great taste,1,"['great', 'tast']"
great stomach problems,1,"['great', 'stomach', 'problem']"
best bar,1,"['best', 'bar']"
worst frosting ever,-1,"['worst', 'frost', 'ever']"
kettle potato fully loaded baked potato,1,"['kettl', 'potato', 'fulli', 'load', 'bake', 'potato']"
like,1,['like']
best,1,['best']
awesome product,1,"['awesom', 'product']"
great product,1,"['great', 'product']"
favorite kettle,1,"['favorit', 'kettl']"
yum,1,['yum']
tasty,1,['tasti']
awsome,1,['awsom']
best,1,['best']
best breakfast tea ever,1,"['best', 'breakfast', 'tea', 'ever']"
child loves,1,"['child', 'love']"
love stuff,1,"['love', 'stuff']"
garlic juice,1,"['garlic', 'juic']"
delicious,1,['delici']
tast great less lard,1,"['tast', 'great', 'le', 'lard']"
cant handle caffeine,-1,"['cant', 'handl', 'caffein']"
pretty tasty decently spiced,1,"['pretti', 'tasti', 'decent', 'spice']"
dop,-1,['dop']
yummy,1,['yummi']
bitter,-1,['bitter']
great taste picky baby thin compared others,1,"['great', 'tast', 'picki', 'babi', 'thin', 'compar', 'other']"
cute pops,1,"['cute', 'pop']"
got ta love em,1,"['got', 'ta', 'love', 'em']"
rotel saves daily basis,1,"['rotel', 'save', 'daili', 'basi']"
slightly funny taste begin cant stop eating,1,"['slight', 'funni', 'tast', 'begin', 'cant', 'stop', 'eat']"
sugar,1,['sugar']
great dog food,1,"['great', 'dog', 'food']"
excellent taste,1,"['excel', 'tast']"
high quality dog enjoys budget,1,"['high', 'qualiti', 'dog', 'enjoy', 'budget']"
excellent wheaten terriers sensitive tummies,1,"['excel', 'wheaten', 'terrier', 'sensit', 'tummi']"
great feed others,1,"['great', 'feed', 'other']"
great price great taste,1,"['great', 'price', 'great', 'tast']"
sweeter sugar,1,"['sweeter', 'sugar']"
wintergreen,1,['wintergreen']
best ive ever tasted,1,"['best', 'ive', 'ever', 'tast']"
new rooibos tea,1,"['new', 'rooibo', 'tea']"
disappointed,-1,['disappoint']
yummy healthy snack,1,"['yummi', 'healthi', 'snack']"
pop chipsyum,1,"['pop', 'chipsyum']"
popchips,1,['popchip']
weak coffee premium product price,-1,"['weak', 'coffe', 'premium', 'product', 'price']"
yum yummy yummier,1,"['yum', 'yummi', 'yummier']"
skimpy price charged shocked,-1,"['skimpi', 'price', 'charg', 'shock']"
addicting,1,['addict']
tasty,1,['tasti']
dirty martini,1,"['dirti', 'martini']"
awesome cornmeal,1,"['awesom', 'cornmeal']"
healthy,1,['healthi']
nice tea,1,"['nice', 'tea']"
price surprise,1,"['price', 'surpris']"
,1,[]
mint tea bought,-1,"['mint', 'tea', 'bought']"
great dirty matinis,1,"['great', 'dirti', 'matini']"
toasted sesame oil,1,"['toast', 'sesam', 'oil']"
flavorless sludge,-1,"['flavorless', 'sludg']"
bitter,-1,['bitter']
kids liked one flavor,-1,"['kid', 'like', 'one', 'flavor']"
stuff works,1,"['stuff', 'work']"
disappointing,-1,['disappoint']
love,1,['love']
spectacular tomatoes,1,"['spectacular', 'tomato']"
love,1,['love']
spongetastic,1,['spongetast']
great taste okay crunch,1,"['great', 'tast', 'okay', 'crunch']"
fridge want meat,1,"['fridg', 'want', 'meat']"
delicious,1,['delici']
yum want snack something really,1,"['yum', 'want', 'snack', 'someth', 'realli']"
love,1,['love']
oyster sauce,1,"['oyster', 'sauc']"
different yummy,1,"['differ', 'yummi']"
best cereal ever eaten,1,"['best', 'cereal', 'ever', 'eaten']"
waste money,-1,"['wast', 'money']"
inexpensive alternative gold leaf,1,"['inexpens', 'altern', 'gold', 'leaf']"
love candy,1,"['love', 'candi']"
excellent,1,['excel']
best energy shot smooth organic,1,"['best', 'energi', 'shot', 'smooth', 'organ']"
great pasta,1,"['great', 'pasta']"
dont breath mints,-1,"['dont', 'breath', 'mint']"
convenient,1,['conveni']
saving grace green mountain coffee,1,"['save', 'grace', 'green', 'mountain', 'coffe']"
thoughts product,1,"['thought', 'product']"
fantastic,1,['fantast']
fast great service,1,"['fast', 'great', 'servic']"
fluffy soft delicious sugary sweet,1,"['fluffi', 'soft', 'delici', 'sugari', 'sweet']"
favorite,1,['favorit']
awesome snack,1,"['awesom', 'snack']"
yummy ur tummy,1,"['yummi', 'ur', 'tummi']"
fresh lightlyspiced crunchy kettle value product,1,"['fresh', 'lightlysp', 'crunchi', 'kettl', 'valu', 'product']"
yum,1,['yum']
absolutely delicious,1,"['absolut', 'delici']"
love love popchips,1,"['love', 'love', 'popchip']"
product,1,['product']
outstanding product,1,"['outstand', 'product']"
lot flavor lot chicken,-1,"['lot', 'flavor', 'lot', 'chicken']"
found shredded plastic baby food,-1,"['found', 'shred', 'plastic', 'babi', 'food']"
mm mm oats,1,"['mm', 'mm', 'oat']"
make weak knees,1,"['make', 'weak', 'knee']"
,1,[]
better cherry nibs ones gluten,1,"['better', 'cherri', 'nib', 'one', 'gluten']"
salty hint sweetness,1,"['salti', 'hint', 'sweet']"
interesting however ive found something else,1,"['interest', 'howev', 'ive', 'found', 'someth', 'el']"
yum,1,['yum']
italian born pasta lover gives  stars,1,"['italian', 'born', 'pasta', 'lover', 'give', 'star']"
poorpoor packaging,-1,"['poorpoor', 'packag']"
fresh whole perfect,1,"['fresh', 'whole', 'perfect']"
priced lack rice taste,-1,"['price', 'lack', 'rice', 'tast']"
drinking love latin america aroma,1,"['drink', 'love', 'latin', 'america', 'aroma']"
love tea,1,"['love', 'tea']"
great taste easy single guy,1,"['great', 'tast', 'easi', 'singl', 'guy']"
dripping oil,-1,"['drip', 'oil']"
best cat food,1,"['best', 'cat', 'food']"
great value convenient ramen,1,"['great', 'valu', 'conveni', 'ramen']"
rated way pricedfrozen meats,-1,"['rate', 'way', 'pricedfrozen', 'meat']"
,1,[]
broken tasty,1,"['broken', 'tasti']"
go wrong,1,"['go', 'wrong']"
impressed,-1,['impress']
like one,1,"['like', 'one']"
delicious,1,['delici']
great deal,1,"['great', 'deal']"
great backup scratch,1,"['great', 'backup', 'scratch']"
great cookies,1,"['great', 'cooki']"
great substitute sweetener,1,"['great', 'substitut', 'sweeten']"
gets vote,1,"['get', 'vote']"
chicken rice,1,"['chicken', 'rice']"
beware corn allergy,-1,"['bewar', 'corn', 'allergi']"
gone hill,-1,"['gone', 'hill']"
great purchase,1,"['great', 'purchas']"
perfect pop,1,"['perfect', 'pop']"
tasty tasty tasty,1,"['tasti', 'tasti', 'tasti']"
moms favorite ceral,1,"['mom', 'favorit', 'ceral']"
delicious,1,['delici']
crunch without guilt,1,"['crunch', 'without', 'guilt']"
disgusting nasty inedible,-1,"['disgust', 'nasti', 'ined']"
,-1,[]
quick easy taste great,1,"['quick', 'easi', 'tast', 'great']"
delicious,1,['delici']
popchips,1,['popchip']
best,1,['best']
,1,[]
excellent balance taste crunchiness moisture,1,"['excel', 'balanc', 'tast', 'crunchi', 'moistur']"
great,1,['great']
bavarian creme flavor oil,1,"['bavarian', 'creme', 'flavor', 'oil']"
raw organic fair trade tastes great,1,"['raw', 'organ', 'fair', 'trade', 'tast', 'great']"
gold dust awesome,1,"['gold', 'dust', 'awesom']"
kelloggs mueslix,1,"['kellogg', 'mueslix']"
yum,1,['yum']
wonderful perfect saves fortune,1,"['wonder', 'perfect', 'save', 'fortun']"
yummie,1,['yummi']
easter basket,1,"['easter', 'basket']"
great training,1,"['great', 'train']"
,-1,[]
awesome best,1,"['awesom', 'best']"
perhaps something wrong batch,-1,"['perhap', 'someth', 'wrong', 'batch']"
different product photo,-1,"['differ', 'product', 'photo']"
reaction,-1,['reaction']
wheres vinegar,-1,"['where', 'vinegar']"
sugar raw,1,"['sugar', 'raw']"
tasty,1,['tasti']
specialty party item,1,"['specialti', 'parti', 'item']"
love love love,1,"['love', 'love', 'love']"
great,1,['great']
easy delicious,1,"['easi', 'delici']"
jello,1,['jello']
delicious,1,['delici']
soooo,1,['soooo']
love weavers fan,1,"['love', 'weaver', 'fan']"
beer nuts,1,"['beer', 'nut']"
,1,[]
tasty beware,-1,"['tasti', 'bewar']"
tasty easy,1,"['tasti', 'easi']"
tao tea dont get,-1,"['tao', 'tea', 'dont', 'get']"
bread mixes,1,"['bread', 'mix']"
taste wheres fat,1,"['tast', 'where', 'fat']"
great red caviar tasty attractive eggs,1,"['great', 'red', 'caviar', 'tasti', 'attract', 'egg']"
happy customer,1,"['happi', 'custom']"
really wanted like,-1,"['realli', 'want', 'like']"
,1,[]
great coffee,1,"['great', 'coffe']"
excellent,1,['excel']
horrible,-1,['horribl']
changed formula makes cats sick,-1,"['chang', 'formula', 'make', 'cat', 'sick']"
lightly salted yet tasty,1,"['light', 'salt', 'yet', 'tasti']"
love,1,['love']
great treat way overpriced shipping charges,1,"['great', 'treat', 'way', 'overpr', 'ship', 'charg']"
house blend coffee,1,"['hous', 'blend', 'coffe']"
best matcha quality price,1,"['best', 'matcha', 'qualiti', 'price']"
soupentree unpopular,1,"['soupentre', 'unpopular']"
great,1,['great']
omaha chicken stuffed baked potatoies,1,"['omaha', 'chicken', 'stuf', 'bake', 'potatoi']"
yummywonderful inexpensive gift item,1,"['yummywond', 'inexpens', 'gift', 'item']"
delicious best custard ever,1,"['delici', 'best', 'custard', 'ever']"
salty,-1,['salti']
variety,-1,['varieti']
wow,1,['wow']
coffeemate coffee creamer hazelnut,1,"['coffeem', 'coffe', 'creamer', 'hazelnut']"
beware hidden ingredients,-1,"['bewar', 'hidden', 'ingredi']"
pretty overall,1,"['pretti', 'overal']"
creamy chivey,-1,"['creami', 'chivey']"
best stevia,1,"['best', 'stevia']"
hidden sources msg ingredients,-1,"['hidden', 'sourc', 'msg', 'ingredi']"
love first bite tonguepuckering tang crunch,1,"['love', 'first', 'bite', 'tonguepuck', 'tang', 'crunch']"
son loves,1,"['son', 'love']"
yummy,1,['yummi']
smiles,1,['smile']
best bloody mary mixer,1,"['best', 'bloodi', 'mari', 'mixer']"
great preventing cramps,1,"['great', 'prevent', 'cramp']"
perfect lollipops,1,"['perfect', 'lollipop']"
great price,1,"['great', 'price']"
passed taste test,1,"['pas', 'tast', 'test']"
rotten spoiled taste look,-1,"['rotten', 'spoil', 'tast', 'look']"
delicious,1,['delici']
better jalapeno kettle,-1,"['better', 'jalapeno', 'kettl']"
,1,[]
excellent tomatoes,1,"['excel', 'tomato']"
best road snacks health,1,"['best', 'road', 'snack', 'health']"
amazing,1,['amaz']
delicious healthy,1,"['delici', 'healthi']"
hot habanero,-1,"['hot', 'habanero']"
great fat free ranch,1,"['great', 'fat', 'free', 'ranch']"
,1,[]
favorite flavor,1,"['favorit', 'flavor']"
great inexpensive caviar,1,"['great', 'inexpens', 'caviar']"
indulgence bite,1,"['indulg', 'bite']"
juicy jays,1,"['juici', 'jay']"
didnt care variety selections,-1,"['didnt', 'care', 'varieti', 'select']"
absolutely best,1,"['absolut', 'best']"
fragrant tea,1,"['fragrant', 'tea']"
best alternative sugar,1,"['best', 'altern', 'sugar']"
earths best rice lentil dinner,1,"['earth', 'best', 'rice', 'lentil', 'dinner']"
shipped great,1,"['ship', 'great']"
snack hour,1,"['snack', 'hour']"
dispenser small,-1,"['dispens', 'small']"
dont like,-1,"['dont', 'like']"
popchips,1,['popchip']
goji cacao maca yuck,-1,"['goji', 'cacao', 'maca', 'yuck']"
stuff,1,['stuff']
get healthy live better longer,1,"['get', 'healthi', 'live', 'better', 'longer']"
better expected,1,"['better', 'expect']"
arrived broken isnt eligible return,-1,"['arriv', 'broken', 'isnt', 'elig', 'return']"
maybe dont get,-1,"['mayb', 'dont', 'get']"
brews excellent cup coffee quickly easily,1,"['brew', 'excel', 'cup', 'coffe', 'quick', 'easili']"
taste enough heat,1,"['tast', 'enough', 'heat']"
absolutely vile,-1,"['absolut', 'vile']"
fully enjoyed,1,"['fulli', 'enjoy']"
apple cinnamon muffins,1,"['appl', 'cinnamon', 'muffin']"
flavor gone,-1,"['flavor', 'gone']"
jolokia salsa review,1,"['jolokia', 'salsa', 'review']"
swiss chalet,1,"['swiss', 'chalet']"
wouldnt buy oatmeal mcanns tastes great,1,"['wouldnt', 'buy', 'oatmeal', 'mcann', 'tast', 'great']"
great deal,1,"['great', 'deal']"
wow,1,['wow']
chocolate liquor cups,1,"['chocol', 'liquor', 'cup']"
ahmad tea,1,"['ahmad', 'tea']"
works hard openbuy larger version instead pod,-1,"['work', 'hard', 'openbuy', 'larger', 'version', 'instead', 'pod']"
delicious waffles minutes,1,"['delici', 'waffl', 'minut']"
delicious,1,['delici']
birds custard powder,1,"['bird', 'custard', 'powder']"
box stale crumbs,-1,"['box', 'stale', 'crumb']"
ugh,-1,['ugh']
coffee beans,-1,"['coffe', 'bean']"
great lunch,1,"['great', 'lunch']"
yum,1,['yum']
waste money,-1,"['wast', 'money']"
